transaction_id,account_id,transaction_date,transaction_type,amount,balance_after,description,merchant_name,merchant_category,location,reference_number,is_fraudulent
T     12269,A00000385,2024-08-11 19:03:24.729415,Withdrawal,-902.93,29374.92,Future approach action.,,,Rodriguezberg,REF950298,False
T     12270,A00000226,2024-11-14 10:59:38.449876,Deposit,1851.93,22648.61,Management impact worker area.,,,,REF369284,False
T     12271,A00000519,2024-11-23 16:36:42.555750,Withdrawal,-34.51,26632.18,Leave leg rich gun final area crime.,,,,REF874470,False
T     12272,A00000546,2024-10-10 18:01:16.781551,Fee,-255.57,19639.29,Order game billion can.,,,,REF474035,False
T     12273,A00000506,2024-09-23 02:30:17.609124,Payment,-1925.75,20787.66,Great on tonight.,Conrad and Sons,Utilities,East Brianhaven,REF437289,False
T     12274,A00000816,2024-12-06 21:11:11.566448,Interest,2493.51,6605.37,Including total two.,,,,REF285794,False
T     12275,A00000716,2024-12-27 07:02:18.925799,Interest,931.04,47494.63,End miss face article matter.,,,Port Anna,REF455433,False
T     12276,A00000106,2025-02-14 11:59:37.763179,Fee,-18.12,13092.38,Simply later doctor ask whose.,,,East Brianchester,REF843343,False
T     12277,A00000104,2025-07-26 02:27:11.625290,Fee,-1256.27,40302.47,Put mind knowledge idea which region.,,,New Laura,REF674144,False
T     12278,A00000939,2025-07-03 11:41:58.083933,Interest,308.18,5733.45,Positive ball thus position issue.,,,Powersstad,REF053852,False
T     12279,A00000748,2024-10-07 18:32:23.620517,Payment,-789.78,41935.01,Enjoy news energy notice type sense real.,Williams-Hernandez,Gas,Kimberlybury,REF258976,False
T     12280,A00000838,2024-10-25 03:44:54.233500,Interest,815.79,47496.36,Become official wonder turn seem.,,,,REF697645,False
T     12281,A00000133,2024-10-22 09:34:49.819793,Withdrawal,-1158.46,1105.68,Yourself main director all onto.,,,South Lauramouth,REF587915,False
T     12282,A00000795,2025-07-18 06:16:18.037872,Payment,-106.23,14724.02,Measure affect alone itself list finally cup.,Roman PLC,Healthcare,Campbellside,REF068631,False
T     12283,A00000546,2024-10-04 02:34:56.088694,Interest,4660.36,19639.29,Suggest run federal what production their.,,,East Brent,REF617142,False
T     12284,A00000515,2024-08-16 12:07:13.345556,Withdrawal,-1312.14,40988.77,Save meet attention agreement.,,,,REF538429,False
T     12285,A00000739,2025-06-10 11:09:27.437577,Withdrawal,-99.6,16569.99,Improve most collection eight.,,,Mathewston,REF295546,False
T     12286,A00000411,2025-01-11 03:57:29.409785,Transfer,-1483.3,14534.09,Information someone reduce personal later.,,,Morganbury,REF788309,False
T     12287,A00000911,2024-10-23 02:53:44.851309,Fee,-614.11,3099.63,Strategy blue tend sense west suffer.,,,Katrinatown,REF175416,False
T     12288,A00000391,2025-02-10 15:14:38.349906,Withdrawal,-1407.11,-157.69,According down total his spend parent.,,,,REF976267,False
T     12289,A00000448,2025-06-05 21:30:19.467966,Fee,-264.01,21331.61,Ask detail bank other enter.,,,Marystad,REF638606,False
T     12290,A00000315,2024-10-15 13:54:31.216637,Transfer,4159.32,15929.47,Throughout build market house bar carry everybody.,,,Roberthaven,REF401399,False
T     12291,A00000618,2024-08-27 23:11:28.956662,Fee,-1098.42,3015.54,Wrong on enough task reason current door.,,,East Lisa,REF534222,False
T     12292,A00000353,2024-11-07 13:24:24.435445,Interest,4715.11,24739.4,Those live assume discussion rich cup.,,,Nicholsborough,REF913167,False
T     12293,A00000306,2025-08-05 17:50:40.723079,Interest,4538.74,42714.72,Tell behavior force yet.,,,South Teresa,REF969311,False
T     12294,A00000465,2024-10-25 04:20:31.980364,Fee,-241.37,37897.71,Congress later be teach American training.,,,East Jonathan,REF067349,False
T     12295,A00000217,2025-04-14 20:34:59.137711,Payment,-1430.0,48305.87,Leave board while individual.,Anderson-Peterson,Healthcare,Port Thomasstad,REF401036,False
T     12296,A00000665,2025-05-27 03:45:23.148212,Deposit,876.15,37325.3,Strong we memory bed.,,,,REF157377,False
T     12297,A00000456,2024-08-19 07:46:26.481527,Payment,-1687.19,43459.42,Avoid white case production old.,Edwards-Sloan,Retail,East Carol,REF425193,True
T     12298,A00000332,2025-04-06 09:49:55.510972,Fee,-1316.97,30786.11,Republican fast help decide exactly show.,,,,REF825610,False
T     12299,A00000709,2025-05-20 08:10:38.407029,Transfer,-6855.57,21433.65,Sea region will stay.,,,North David,REF485747,False
T     12300,A00000725,2024-11-18 05:07:28.154145,Transfer,1318.93,49351.92,Five agency here what.,,,,REF760280,False
T     12301,A00000722,2025-06-04 04:07:20.120731,Interest,1474.49,45297.82,Book father among view action our when.,,,Stephanieborough,REF087626,False
T     12302,A00000225,2024-12-12 21:12:27.983738,Interest,1406.08,9045.49,Budget allow fine agent herself.,,,,REF067649,False
T     12303,A00000085,2024-11-20 06:39:27.143671,Payment,-563.91,42283.9,Friend better former thing.,Berger-Brooks,Retail,Lake Mollymouth,REF872175,False
T     12304,A00000427,2025-01-14 06:24:56.367206,Withdrawal,-778.93,41791.95,World law threat will.,,,Bryantview,REF629308,False
T     12305,A00000700,2025-05-14 18:54:17.704179,Withdrawal,-808.12,40752.29,Important media effort modern.,,,West Susanmouth,REF765620,False
T     12306,A00000152,2025-01-08 12:33:49.908896,Transfer,2034.24,4475.06,Boy bank leave see moment.,,,New Jeffrey,REF112631,False
T     12307,A00000098,2024-12-19 12:40:10.394978,Deposit,3953.31,2738.83,Far pull Mr off camera international them.,,,East Williamport,REF818384,False
T     12308,A00000850,2025-05-05 00:54:51.549883,Fee,-961.82,7450.75,Seek education government training measure several glass.,,,Paulafort,REF082496,False
T     12309,A00000698,2025-03-09 03:54:39.798683,Payment,-153.17,3762.71,Fire hand option trial teacher professional water human.,"Ochoa, Tyler and Payne",Healthcare,Jeffreyton,REF854785,False
T     12310,A00000326,2024-08-30 12:46:25.159021,Fee,-1012.12,42146.06,Never collection central fund physical western vote possible.,,,South Michaelmouth,REF802043,False
T     12311,A00000249,2025-04-10 02:31:38.667285,Deposit,702.56,48601.52,Measure teach support will enter here increase.,,,North Julie,REF979180,False
T     12312,A00000194,2024-12-18 19:01:08.889173,Payment,-894.73,2817.71,Himself letter again artist cover.,White Group,Retail,Malonemouth,REF163915,False
T     12313,A00000722,2025-02-10 07:26:48.752270,Interest,2230.3,45297.82,Gas size which from discuss determine democratic three.,,,Lake Matthewton,REF430791,False
T     12314,A00000468,2025-05-24 05:05:47.170190,Fee,-217.58,19963.46,Today house high conference.,,,New Grantside,REF117751,False
T     12315,A00000992,2025-06-18 14:32:01.380364,Payment,-1012.93,9421.73,Environment we major your other born example.,"Small, Mitchell and Ray",Grocery,Port Sandrashire,REF608762,False
T     12316,A00000411,2025-05-26 19:04:04.603301,Payment,-1305.42,14534.09,Camera organization before difficult level his help.,Sandoval PLC,Healthcare,New Davidshire,REF462194,False
T     12317,A00000428,2025-06-16 03:52:54.120131,Withdrawal,-185.4,1327.74,Deep life point hope enter.,,,Williamsburgh,REF716892,False
T     12318,A00000068,2024-10-15 21:42:51.869451,Withdrawal,-273.18,48290.81,Skin choice ground visit data.,,,East Leslie,REF030407,False
T     12319,A00000802,2025-01-19 03:26:31.829859,Deposit,4104.77,21674.91,Father song soon weight animal or any.,,,South Sarah,REF570560,False
T     12320,A00000816,2025-07-03 07:52:25.746471,Withdrawal,-570.02,6605.37,Catch attack staff degree control nation question.,,,East Annabury,REF422522,False
T     12321,A00000777,2025-06-06 03:06:46.502312,Payment,-811.56,9267.43,Rise main surface treat pattern.,Nolan Inc,Restaurant,,REF302653,False
T     12322,A00000653,2024-11-29 11:49:36.153679,Deposit,4061.89,34517.37,Never Congress early home sea window.,,,Samanthaland,REF458072,False
T     12323,A00000914,2024-10-31 10:54:40.203165,Withdrawal,-682.22,24787.39,Result spring manager war catch data.,,,,REF902341,False
T     12324,A00000684,2025-07-29 08:17:31.893136,Deposit,2982.41,29609.8,Couple key natural score.,,,Butlerchester,REF482772,False
T     12325,A00000460,2024-11-14 16:52:33.647742,Interest,2156.26,28729.9,Nation produce view I age physical establish.,,,Baileytown,REF021803,False
T     12326,A00000809,2025-03-06 08:54:11.267335,Fee,-219.87,22838.19,Safe current hand hour practice he laugh ok.,,,Langville,REF543759,False
T     12327,A00000307,2025-01-05 20:40:07.493958,Withdrawal,-187.0,850.41,Never trouble present boy bank.,,,Mcintoshhaven,REF225580,False
T     12328,A00000176,2024-08-31 06:57:40.422249,Deposit,3921.21,24529.09,Coach likely order mind buy.,,,Davidside,REF361238,False
T     12329,A00000720,2024-08-28 08:03:42.482422,Deposit,3493.28,21320.77,Financial behind management notice experience southern.,,,,REF287487,False
T     12330,A00000092,2024-08-29 05:41:56.648293,Deposit,85.37,27209.72,Far culture rest positive production difference.,,,Port Hannahland,REF050456,False
T     12331,A00000674,2025-05-16 00:58:12.485585,Fee,-421.12,16705.12,Central technology western two different.,,,New James,REF565269,False
T     12332,A00000926,2025-04-20 17:20:13.880542,Withdrawal,-1358.71,3533.79,Born one huge worker.,,,,REF539872,False
T     12333,A00000421,2024-12-30 10:00:37.736372,Payment,-216.4,-288.68,Station family half left few generation news new.,Coleman Inc,Restaurant,Berrytown,REF283636,False
T     12334,A00000342,2025-01-13 23:29:32.749424,Transfer,9102.32,20558.57,Shake community figure near.,,,South Luketon,REF107192,False
T     12335,A00000954,2025-06-17 22:10:58.722991,Payment,-771.31,16706.76,Travel water lead my.,"Moore, Howell and Garza",Healthcare,Kathyport,REF738563,False
T     12336,A00000106,2024-08-18 21:56:07.134971,Interest,338.48,13092.38,Expert imagine strategy wonder coach trial edge.,,,,REF275788,False
T     12337,A00000247,2024-11-13 18:13:04.931394,Payment,-1487.59,17663.35,Itself morning church radio.,"Collins, Donovan and Navarro",Healthcare,Lisaborough,REF872644,False
T     12338,A00000072,2025-07-06 14:57:44.883105,Withdrawal,-504.25,18693.44,Scene cause buy none.,,,,REF800602,False
T     12339,A00000416,2025-04-20 06:49:23.516492,Interest,2802.86,78.36,Town success bag Republican.,,,,REF142726,False
T     12340,A00000788,2025-07-15 13:46:59.672720,Fee,-844.33,24777.4,News reveal attack.,,,South Josephmouth,REF527784,False
T     12341,A00000383,2025-06-09 00:39:48.097853,Payment,-1886.37,45254.49,Team form present leg hair any.,Owens LLC,Gas,Bradleyside,REF900230,False
T     12342,A00000011,2025-07-02 23:11:57.814774,Transfer,5951.1,45508.18,Magazine air hour.,,,East Lisaland,REF021152,False
T     12343,A00000300,2024-08-27 18:59:15.910091,Fee,-1650.18,1445.69,History poor maintain worry everything top.,,,,REF555077,False
T     12344,A00000157,2025-02-14 04:16:19.650606,Fee,-1439.82,29403.07,North PM audience issue success happy word.,,,Lake Kevin,REF517761,False
T     12345,A00000831,2025-05-05 10:26:35.758331,Deposit,4648.14,36091.64,Condition may group bag key.,,,Seanmouth,REF361536,False
T     12346,A00000174,2025-02-03 09:52:53.808968,Interest,4184.2,32879.91,Recently sometimes call physical.,,,North Jasonberg,REF538954,False
T     12347,A00000171,2025-06-25 13:16:27.201305,Deposit,2124.87,22925.13,Conference language conference thousand their.,,,North April,REF215932,False
T     12348,A00000953,2025-06-26 19:06:12.070712,Transfer,-919.12,1813.03,Laugh station customer draw hard discussion keep.,,,Lake Johnfort,REF763089,False
T     12349,A00000715,2025-01-06 03:26:14.760047,Payment,-1672.0,36920.52,Prove claim impact throw.,"Bell, Willis and Charles",Retail,Herrerashire,REF347300,False
T     12350,A00000181,2024-08-10 17:09:57.087885,Transfer,-7405.03,64.63,Already put notice.,,,Jamieshire,REF338830,False
T     12351,A00000834,2025-01-25 18:19:45.320770,Fee,-1932.41,41095.77,Find thing our that popular trip of down.,,,Taylorstad,REF193206,False
T     12352,A00000841,2025-05-26 09:56:16.368903,Fee,-445.13,26242.47,Into investment blood above.,,,South Amychester,REF057427,False
T     12353,A00000241,2024-10-05 00:31:20.123610,Withdrawal,-128.16,6210.67,Control worker result not agency.,,,,REF614929,False
T     12354,A00000499,2025-05-20 05:12:13.024954,Fee,-1018.18,21692.23,Baby interesting continue.,,,,REF383312,False
T     12355,A00000744,2024-12-21 17:42:13.661491,Withdrawal,-605.67,12089.86,Seek Mr though identify fine.,,,Mitchellstad,REF768990,False
T     12356,A00000937,2024-11-29 16:17:55.755398,Interest,2900.03,22509.29,Actually fear television director guy kid.,,,Campbellton,REF456499,False
T     12357,A00000963,2025-05-18 05:59:57.905553,Fee,-344.77,1866.03,Others customer never wrong candidate land.,,,North Staceyhaven,REF454169,False
T     12358,A00000547,2024-09-25 13:28:57.462652,Interest,3976.59,6320.85,Discuss reach late never affect report always.,,,Lake Patricia,REF247912,False
T     12359,A00000482,2025-07-20 14:53:59.243021,Transfer,1766.86,20387.96,Thus pattern understand scene around year area one.,,,Lake Elizabeth,REF766567,False
T     12360,A00000999,2025-07-28 09:06:54.473019,Fee,-1532.7,31126.81,Ask owner look raise catch life force.,,,Port Jerryside,REF033061,False
T     12361,A00000209,2024-10-21 15:10:39.784102,Interest,778.12,-606.85,Major wish hair office.,,,North Charlesside,REF440907,False
T     12362,A00000492,2024-11-11 06:13:20.593051,Withdrawal,-212.98,18786.35,Pick best body couple miss up degree.,,,Lake Collin,REF520607,False
T     12363,A00000508,2024-09-15 15:26:26.802530,Deposit,3347.69,44767.38,Story new major fall do real.,,,Comptonborough,REF156163,False
T     12364,A00000755,2024-11-12 02:55:39.624986,Interest,2510.98,6394.95,Blood woman group all policy theory.,,,Port Deniseville,REF699238,False
T     12365,A00000231,2025-02-08 20:51:54.856539,Transfer,-2488.72,1821.95,Across side still charge most upon deal wonder.,,,,REF571031,False
T     12366,A00000828,2024-12-10 08:39:37.465662,Deposit,2787.75,24239.15,Measure life scientist call during.,,,East Stanleyland,REF073498,False
T     12367,A00000785,2024-11-10 13:17:02.885094,Interest,1365.71,16941.39,Know six remember sometimes minute song card.,,,Brianton,REF534699,False
T     12368,A00000791,2025-02-22 20:42:14.313146,Fee,-1562.63,24326.68,Play that however cut ground support right.,,,Malonefort,REF280974,False
T     12369,A00000168,2025-02-21 19:14:44.464345,Deposit,2534.39,18504.61,Value network describe it.,,,South Kaitlin,REF177514,False
T     12370,A00000085,2024-12-11 14:23:47.528363,Interest,3073.27,42283.9,Finish expect beat before.,,,Mcdanielfort,REF232588,False
T     12371,A00000946,2025-03-19 03:25:13.073094,Interest,2782.63,11067.96,Something start including cell.,,,South Kimberly,REF342397,False
T     12372,A00000934,2024-10-06 06:37:52.274888,Transfer,5405.94,49323.93,Very foot figure nothing poor however.,,,,REF355769,False
T     12373,A00000024,2025-01-24 11:31:57.913990,Payment,-1041.56,14134.68,Crime ahead and similar dinner democratic painting.,"May, Rivera and Watkins",Restaurant,,REF476676,False
T     12374,A00000647,2024-12-09 08:32:20.185972,Fee,-1443.64,3354.43,Through him piece debate least still.,,,Whiteshire,REF305708,False
T     12375,A00000796,2025-04-23 16:35:34.418614,Withdrawal,-394.88,28395.59,Possible difficult several oil own too court tonight.,,,,REF837173,False
T     12376,A00000897,2025-06-04 23:50:12.173805,Payment,-790.95,43050.4,Explain environment economic truth same million.,Williams and Sons,Retail,Timothyside,REF290800,False
T     12377,A00000291,2024-11-06 06:31:51.225934,Deposit,4880.01,14642.57,Put choice three give produce.,,,Lake Danielleview,REF930889,False
T     12378,A00000888,2025-02-12 23:25:13.697542,Interest,2741.21,24516.91,Base beat structure.,,,Bellfort,REF339553,False
T     12379,A00000385,2025-05-13 21:08:57.892508,Payment,-1360.05,29374.92,Choose development also probably who address simply.,Shaffer Ltd,Restaurant,Crystalborough,REF913369,False
T     12380,A00000502,2024-11-23 12:03:03.275342,Withdrawal,-836.29,7910.57,Customer piece story vote short field.,,,South Zacharyberg,REF257468,False
T     12381,A00000812,2025-04-21 08:18:57.691412,Fee,-441.97,24955.14,Like keep end authority.,,,,REF376708,False
T     12382,A00000134,2025-02-13 20:35:48.534294,Transfer,-446.7,10775.67,Care necessary even firm success source yeah son.,,,East Karenmouth,REF443757,False
T     12383,A00000909,2025-03-01 08:58:37.147046,Transfer,-6166.77,46206.27,Boy various onto over defense control.,,,Patriciaview,REF387461,False
T     12384,A00000590,2024-11-29 07:05:07.013145,Deposit,2971.74,28730.23,Firm personal environmental law believe.,,,,REF006135,False
T     12385,A00000620,2024-08-25 18:00:34.950409,Transfer,2665.09,18233.71,Tonight security miss hair top audience finish.,,,East Davidfort,REF048022,False
